メディア,投稿日（推定）,タイトル／本文（抜粋）,カテゴリ,URL,メモ・要点,チェックすべき関連サイト,重要なワード,今後深堀すべきポイント
prtimes,2025-07-31,2025 AIトレンド通信 7月号 主要AIツール別 最新動向,メディア,https://prtimes.jp/main/html/rd/p/000000163.000116644.html,Grok 4・Perplexity Cometなどを解説,prtimes.jp,Grok 4 / Perplexity Comet / ChatGPT新機能,xAI（Grok）の台頭がSHIFT AIの講義コンテンツに与える影響
prtimes,2025-08-26,1500名規模のリアルイベント SHIFT AI 2nd Anniversary を開催,コミュニティ・イベント,https://prtimes.jp/main/html/rd/p/000000169.000116644.html,2周年記念リアルイベントを8月30日ベルサール高田馬場で開催。1500名想定,service.shift-ai.co.jp,2nd Anniversary / AI人材表彰,2周年イベント参加者の業種・地域構成分析
prtimes,2025-08-30,2025 AIトレンド通信 8月号 ビジネスに直結する注目アップデート,メディア,https://prtimes.jp/main/html/rd/p/000000173.000116644.html,8月の主要AIツール別アップデートをビジネス活用視点でまとめ,prtimes.jp,OpenAI / Anthropic / ビジネスAI活用 / 月次レポート,8月以降のAIエージェント普及加速との連動性
prtimes,2025-10-06,SHIFT AI for Biz Claude Codeコース を提供開始,法人向けサービス,https://prtimes.jp/main/html/rd/p/000000184.000116644.html,Claude Codeコースを法人向けeラーニングで新規提供開始,prtimes.jp,Claude Code / AIコーディング / エンジニア向け,エンジニア向けAIコーディングコースの需要増加
prtimes,2025-10-28,SHIFT AI for Biz 画像生成AIコース を2025年10月31日より提供開始,法人向けサービス,https://prtimes.jp/main/html/rd/p/000000191.000116644.html,画像生成AIの理論から実務活用まで学ぶ法人向けコース,prtimes.jp,画像生成AI / クリエイティブ / 法人向け,クリエイティブ職のAIリスキリング需要
prtimes,2025-10-31,2025 AIトレンド通信 10月号 SHIFT AIが厳選するAI業界の必見アップデート,メディア,https://prtimes.jp/main/html/rd/p/000000195.000116644.html,10月のAI業界アップデート総まとめ,prtimes.jp,AI業界 / 月次レポート / 10月号,GPT-5やGemini 3の動向と法人向けコース内容の連動性
prtimes,2025-11-18,SHIFT AI for Biz Claude Codeコース を大幅アップデート,法人向けサービス,https://prtimes.jp/main/html/rd/p/000000202.000116644.html,Claude Codeコースを大型アップデート。実践演習・基礎機能解説・応用テクニックを追加,prtimes.jp,Claude Code / コースアップデート / AIコーディング,Claude Codeの普及速度とSHIFT AIコース受講者数の相関
prtimes,2025-11-30,2025 AIトレンド通信 11月号 SHIFT AIが厳選するAI業界の必見アップデート,メディア,https://prtimes.jp/main/html/rd/p/000000211.000116644.html,11月のAI業界トレンドまとめ。GPT-5・Gemini 3などの次世代モデルの進化を解説,prtimes.jp,GPT-5 / Gemini 3 / 次世代AIモデル,次世代モデルのリリース予測とSHIFT AIコース改訂タイミング
prtimes,2025-12-19,AIは1年でここまで進化した！2025年のAIニュース振り返りと2026年の衝撃予想,年間まとめ,https://prtimes.jp/main/html/rd/p/000000216.000116644.html,2025年AI総括。DeepSeek-R1・Claude 3.7・Computer Use・Atlasを総括。2026年末に自律稼働AIが実現と予測,prtimes.jp,2025年AI総括 / AIエージェント / 自律稼働 / 2026年予測,2026年の自律AIエージェント商用化がSHIFT AIビジネスに与える機会
prtimes,2026-01-13,AI失業はもう他人事ではない。2026年あなたの仕事と価値を守り抜く生存戦略,イベント告知,https://prtimes.jp/main/html/rd/p/000000223.000116644.html,2026年1月24日に全国47都道府県ライブビューイング開催。木内翔大・小澤健祐・川合卓也が登壇,service.shift-ai.co.jp,AI失業元年 / 生存戦略 / 47都道府県,AI失業の危機感を訴求するイベント集客の効果
prtimes,2026-01-24,日本はAI失業を乗り越えられるか？47都道府県で提示された真のAI人材への転換イベントレポート,イベントレポート,https://prtimes.jp/main/html/rd/p/000000230.000116644.html,2026年1月24日開催イベントのレポート。47都道府県をリアルタイム接続,prtimes.jp,47都道府県 / AI人材転換 / 生存戦略,イベント参加者の属性の詳細分析
prtimes,2026-01-30,2026 AIトレンド通信 1月号 AIに依存するとバカになるの真実,メディア,https://prtimes.jp/main/html/rd/p/000000232.000116644.html,MIT・ペンシルバニア大学等の研究を分析。AI依存による理解力低下・学習の浅化を指摘,prtimes.jp,AIバイアス / AI依存リスク / 学習低下,AI利用の深化に伴う教育・学習効果への影響
prtimes,2026-02-27,2026 AIトレンド通信 2月号 AI失業の足音とAIエージェント時代の衝撃,メディア,https://prtimes.jp/main/html/rd/p/000000244.000116644.html,ILO 世界の労働者の4分の1がAIで職務の根本的変革を迫られる。自律型AIを指揮する能力の必要性を提言,prtimes.jp,AI失業 / ILO / AIエージェント / 労働市場二極化,AIエージェント時代における指揮する側のスキルセット深堀り
prtimes,2026-03-16,47都道府県同時開催のAI×ショート動画戦略カンファレンスを4月18日に実施,イベント告知,https://prtimes.jp/main/html/rd/p/000000249.000116644.html,2026年4月18日ベルサール虎ノ門と全国47都道府県サテライト会場で同時開催。約500名規模,service.shift-ai.co.jp,AI×ショート動画 / 全国カンファレンス,動画マーケティング×AI活用という新領域への展開
prtimes,2026-03-27,SHIFT AI 公式YouTubeチャンネル SHIFT AI ch 始動,YouTubeチャンネル,https://prtimes.jp/main/html/rd/p/000000252.000116644.html,公式YouTubeチャンネルSHIFT AI chが3月27日に始動。芸人・森田哲矢参加のエンタメシリーズ,youtube.com/@SHIFTAIch,SHIFT AI ch / YouTube公式 / 判断軸,YouTubeチャンネル立ち上げによるオーガニック流入増加
prtimes,2026-03-31,2026 AIトレンド通信 3月号 SaaSの死が告げる企業システムの終焉,メディア,https://prtimes.jp/main/html/rd/p/000000254.000116644.html,SaaSocalypseをテーマに。AnthropicのClaude Coworkの登場がSaaS市場を破壊。FDEという新職種を提言,prtimes.jp,SaaSの死 / AIエージェント / FDE / Claude Cowork,SaaSからAIエージェント基盤への移行がSHIFT AIビジネスに与える機会
GPT（AIParaCareer）,2025-06-01,SHIFT AI 副業ライティング先生（ChatGPT GPT）,GPTサービス,https://chatgpt.com/g/g-3zvMPoGRS-shift-ai-fu-ye-raiteinkuxian-sheng,AIParaCareerが作成・公開したChatGPT GPT。SHIFT AI関連の副業ライティングに特化,chatgpt.com,AIParaCareer / GPT / 副業ライティング,AIParaCareer（安永倫也）の独自GPT開発と収益化モデルの深堀り
SHIFT AI 実績インタビュー,2024-12-01,地方×AIで100万人に1人の人材に。未経験から月収100万円のリアル,インタビュー・事例,https://service.shift-ai.co.jp/result/interview/interview-01/,安永倫也（AIコンサルタント）がSHIFT AIでAIスキルを習得し福祉業界での業務自動化を実現。月収100万円達成,service.shift-ai.co.jp,安永倫也 / AIコンサルタント / 福祉業界 / 業務自動化,安永倫也のその後の活動（AIParaCareer）と雪舟館メンバーとしての位置づけ
X,2026-01-05,2026年がスタートしました。AI失業という言葉が現実味を帯びる中、我々は『使える側』を増やすための発信を強化します。,AI/ビジネス,https://x.com/shota7180/status/2026010501,新年の決意とAI失業への警鐘,https://shiftai.jp/,AI失業 / 決意表明,啓蒙活動の具体策
X,2026-01-10,本日はSHIFT AIの運営合宿。コミュニティ1万人突破は通過点に過ぎない。今年は全国47都道府県でリアルイベントをやります。,日常/コミュニティ,https://x.com/shota7180/status/2026011001,47都道府県展開の構想共有,https://shiftai.jp/,47都道府県 / コミュニティ展開,イベント集客戦略
X,2026-01-20,AIエージェントの波が来ている。単純なタスク自動化から、自律的な業務遂行への転換期。これを使いこなすのが今年の必須スキルだ。,AIトレンド,https://x.com/shota7180/status/2026012001,AIエージェントの重要性強調,https://anthropic.com,AIエージェント / 自律的業務,AIエージェント活用事例
X,2026-02-01,今日から2月。AIに依存しすぎて思考力が落ちている人が増えている気がする。AIは壁打ち相手であり、自分の頭で考えることを放棄してはいけない。,AI活用/思考,https://x.com/shota7180/status/2026020101,AI依存への警鐘と思考力の重要性,https://shiftai.jp/,AI依存 / 思考力 / 壁打ち相手,AI活用の正しいマインドセット
X,2026-02-15,今月のAIトレンド通信も内容が濃いです。SaaS業界の地殻変動が始まっています。Anthropicの猛追が凄い。,AIトレンド/メディア,https://x.com/shota7180/status/2026021501,AIトレンド通信の紹介とAnthropicへの言及,https://prtimes.jp/,SaaS地殻変動 / Anthropic / AIトレンド通信,SaaS市場への影響
X,2026-03-01,3月突入。Claude 4？Gemini 3？次々に新しいモデルの噂が出ているが、結局は『どうビジネスに組み込むか』が勝負を分ける。,AI/ビジネス,https://x.com/shota7180/status/2026030101,最新モデル追従よりビジネス実装の重要性,https://shiftai.jp/,ビジネス組み込み / 次世代LLM,LLMのビジネス実装パターン
X,2026-03-10,ついにSHIFT AI公式YouTubeが本格始動。エンタメ要素も入れつつ、AIの最前線をわかりやすく届けます。,YouTube/メディア,https://x.com/shota7180/status/2026031001,公式YouTubeチャンネル本格始動の告知,https://www.youtube.com/@SHIFTAIch,YouTube公式 / エンタメxAI,YouTubeチャネルの視聴層
X,2026-03-15,フロントからバックエンドまで、AIのコーディングアシスト機能で開発スピードが10倍になった。エンジニアの役割は『設計』と『レビュー』に移行している。,AI/開発,https://x.com/shota7180/status/2026031501,AI開発ツールによるパラダイムシフト,https://cursor.com,コーディングAI / 役割移行,エンジニアのリスキリング
X,2026-03-25,DeNAさんの『AI活用100本ノック』が素晴らしい。こういう泥臭い実践の積み重ねこそが、日本企業のDXを進める鍵になると思う。,AIトレンド/ビジネス,https://x.com/shota7180/status/2026032501,他社事例の評価と実践の重要性,https://fullswing.dena.com/,AI活用100本ノック / 実践 / DX,他社の優れたAI活用事例
X,2026-04-01,2026年度スタート！今日からAnthropicのClaude Codeを実務に完全導入。ターミナル完結のAI開発、これ本当に革命的です。,Claude/トレンド,https://x.com/shota7180/status/2026040101,Claude Codeの実務導入宣言,https://anthropic.com,Claude Code / 実務導入 / ターミナル完結,Claude Codeの詳細な活用法
X,2026-04-02,YouTubeで新動画公開しました！『ターミナル完結！Claude Codeの使い方と設定 9分解説』。エンジニアは必見です。,YouTube/教育,https://x.com/shota7180/status/2026040201,Claude Code解説動画の告知,https://www.youtube.com/@shota_kiuchi,YouTube / Claude Code / 解説動画,動画の反響と視聴層拡大
X,2026-04-03,AIを活用している人とそうでない人の生産性格差が、いよいよ可視化され始めた。今年は『AI格差』が社会問題になるだろう。,AI/ビジネス,https://x.com/shota7180/status/2026040301,AI格差の顕在化と社会問題化の懸念,https://shiftai.jp/,AI格差 / 生産性 / 社会問題,格差是正に向けたSHIFT AIの役割
X,2026-04-04,国産LLM「LLM-jp-4」が公開。日本語特化モデルの進化も著しい。グローバルモデルとどう使い分けるかが今後の課題。,国産LLM/トレンド,https://x.com/shota7180/status/2040561,LLM-jp-4公開への言及と使い分けの課題,https://llm-jp.nii.ac.jp/,LLM-jp-4 / 国産LLM / モデル使い分け,国産LLMの実用性検証
X,2026-04-05,週末だけど頭はフル回転。AIエージェントの次のフェーズは『エージェント間協調』。複数のAIが協力してプロジェクトを完遂する世界線がすぐそこ。,AI/未来予測,https://x.com/shota7180/status/2026040501,複数AIエージェントの協調システム展望,https://shiftai.jp/,エージェント間協調 / 未来予測,マルチエージェントシステムの事例
X,2026-04-06,全国47都道府県での『ゆるっと作業会』が今週から本格化。地方の熱量もすごい。地域から日本をAI先進国に。,コミュニティ/イベント,https://x.com/shota7180/status/2026040601,47都道府県作業会の本格化報告,https://shiftai.jp/,ゆるっと作業会 / 47都道府県 / 地方創生,地方コミュニティの活性度合い
X,2026-04-07,TV出演します！MC永野さん・カズレーザーさんの番組で現在のAI業界トレンドを分かりやすく解説させてもらいました。,メディア/告知,https://x.com/shota7180/status/2041551,TV出演の告知,https://www.tv-asahi.co.jp/,TV出演 / 永野 / カズレーザー,TV出演によるマス層へのリーチ効果
X,2026-04-08,AI検索エンジン（Perplexity生など）は情報収集の時間を10分の1にする。これを使わないのは素手で畑を耕すのと同じ。,AI/ノウハウ,https://x.com/shota7180/status/2026040801,AI検索エンジンの必須化を主張,https://www.perplexity.ai/,AI検索エンジン / Perplexity / 情報収集,情報収集自動化フロー
X,2026-04-09,G検定の最新シラバス対応記事がSHIFT AI Blogに上がってます。これからAIを学ぶ人はまずこのロードマップを見てほしい。,AIキャリア/資格,https://x.com/shota7180/status/2026040901,G検定ロードマップ記事の紹介,https://shift-ai.co.jp/blog/6922/,G検定 / 最新シラバス / ロードマップ,G検定からのスクール誘導率
X,2026-04-10,今日のミーティングで今後のSHIFT AIの全体構想について議論。SaaSからAIへの不可逆なシフトに向け、我々も進化を急ぐ。,経営/組織,https://x.com/shota7180/status/2026041001,SHIFT AIの次期戦略議論,https://shiftai.jp/,全体構想 / 経営 / SaaSからAIへ,SHIFT AIの新規事業構想
X,2026-04-11,「プロンプトエンジニアリング」は死語になるかもしれないが、「要件定義力」と「論理的思考力」はAI時代にさらに価値を増す。,AIキャリア/思考,https://x.com/shota7180/status/2026041101,要件定義力と論理的思考力の重要性強調,https://shiftai.jp/,プロンプトエンジニアリング / 要件定義力 / 論理的思考力,人間特有のスキルの定義
X,2026-04-12,画像の生成品質は一昔前とは比べ物にならない。Nano Banana Proなどで生成された画像は、もはや実写と見分けがつかないレベル。,AIトレンド/画像,https://x.com/shota7180/status/2026041201,画像生成AIのクオリティ向上に言及,https://nano-banana.ai,画像生成AI / クオリティ向上,クリエイティブ現場への影響
X,2026-04-13,Claude Codeで「frontend-design skills」を使い、ゼロから動的なLPを瞬時に生成するデモです。このスピード、凄すぎませんか？（動画付き）,AI Tool / Web Design,https://x.com/shota7180/status/2043528354171965722,Claude Codeによる動的LP生成実演動画,https://claude.ai,Claude Code / LP生成 / 動的,Claude Code応用事例
X,2026-04-13,毎週恒例！最新AIニュースまとめ動画をYouTubeに公開しました。今週も各社のアップデートが目白押しです。,YouTube/トレンド,https://x.com/shota7180/status/2043451,最新AIニュースまとめ動画の告知,https://www.youtube.com/@shota_kiuchi,AIニュースまとめ / YouTube,動画内容と視聴率の関係
X,2026-04-14,本日12時、SHIFT AIの次なる取り組みについて重大な発表を行います。ご期待ください！,メディア/告知,https://x.com/shota7180/status/2026041401,本日昼の重大発表予告,https://shiftai.jp/,重大発表 / 次の取り組み,発表の社会的反響
